,RF s/ consistencia,RF s/ consistencia,RF s/ consistencia,RF s/ consistencia,RF s/ consistencia,RF c/ consistencia,RF c/ consistencia,RF c/ consistencia,RF c/ consistencia,RF c/ consistencia,MLP s/ consistencia,MLP s/ consistencia,MLP s/ consistencia,MLP c/ consistencia,MLP c/ consistencia,MLP c/ consistencia
,fnr,fpr,tnr,tpr,dis,fnr,fpr,tnr,tpr,dis,fnr,fpr,dis,fnr,fpr,dis
res2a_branch2a,0.3204853487866605,0.3250147676128733,0.6749852323871267,0.6795146512133395,0.4564487462501759,0.32104574840890765,0.3188966430138912,0.6811033569861087,0.6789542515910925,0.4525101562362604,0.2975738222013413,0.38983033916665827,0.49042621564747874,0.2967258892191076,0.3919627270188157,0.4916106515372676
res2b_branch2a,0.26913939846489426,0.31132824782748525,0.6886717521725146,0.7308606015351059,0.41153528852502697,0.2679040972894136,0.3006232431914861,0.6993767568085142,0.7320959027105863,0.402674731876018,0.2987499799743518,0.3666144360889293,0.4729246190287404,0.30111454121684417,0.36248195338956957,0.4712357514719661
res2c_branch2a,0.30750203630324013,0.26278133868179554,0.7372186613182046,0.6924979636967601,0.40448922642022955,0.3066120677665623,0.24492258633989414,0.755077413660106,0.6933879322334378,0.392425831717931,0.2954420101723526,0.3469229158052142,0.45567695891439614,0.28950320882725017,0.340362440815129,0.4468318464913916
res3a_branch2a,0.2671582522418179,0.2628442522061727,0.7371557477938274,0.7328417477581819,0.37478077946811106,0.26102405469482454,0.24555301171534138,0.7544469882846587,0.7389759453051753,0.35837109075900825,0.34227446346285584,0.29717286439342044,0.4532808397346794,0.3433521566566431,0.2812910796569521,0.4438641402223678
res3b_branch2a,0.3200552931588707,0.28929564399764923,0.7107043560023505,0.6799447068411288,0.4314248026192111,0.3224004178853139,0.2728557887104708,0.7271442112895294,0.677599582114686,0.4223651392876051,0.24408794953785048,0.4116630825898461,0.4785868998175427,0.24338954067435792,0.40458879612851234,0.47215523131952464
res3c_branch2a,0.3201659515456892,0.2882658854600252,0.7117341145399747,0.6798340484543106,0.4308171970212064,0.32411286507006026,0.27176153557544336,0.7282384644245568,0.6758871349299396,0.4229698352391646,0.27042297124910003,0.3984673079624515,0.48156492697665887,0.2687012650496149,0.38711585359864026,0.4712314229194264
res3d_branch2a,0.3504363747606372,0.25561592261095556,0.7443840773890443,0.6495636252393627,0.4337570202862748,0.3517435039138353,0.25042401533560804,0.749575984664392,0.6482564960861649,0.4317819820261044,0.34260409324058755,0.35484747514290615,0.4932487154778009,0.34620201439697434,0.3485680034039439,0.49127943959577086
res4a_branch2a,0.3299285577269546,0.25850518015529517,0.7414948198447048,0.6700714422730456,0.41913933407747606,0.32928699440801124,0.25074880573777614,0.7492511942622241,0.670713005591989,0.41388994704532583,0.29868935121896406,0.3687468321381415,0.4745414152036894,0.29713806894216366,0.35737926757092436,0.4647698063603189
